{'Stock Ticker': 'LOCM', 'Date': 200802010900, 'Opening Price': 4.19, 'Peak Price': 4.19, 'Lowest Price': 4.19, 'Close Price': 4.19, 'Volume': 885}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011346, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011348, 'Opening Price': 74.28, 'Peak Price': 74.29, 'Lowest Price': 74.23, 'Close Price': 74.248, 'Volume': 7465}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011348, 'Opening Price': 74.28, 'Peak Price': 74.29, 'Lowest Price': 74.23, 'Close Price': 74.248, 'Volume': 7465}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011346, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011347, 'Opening Price': 74.37, 'Peak Price': 74.4, 'Lowest Price': 74.26, 'Close Price': 74.29, 'Volume': 18279}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011346, 'Opening Price': 4, 'Peak Price': 4, 'Lowest Price': 4, 'Close Price': 4, 'Volume': 100}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011351, 'Opening Price': 134.1612, 'Peak Price': 134.27, 'Lowest Price': 134.15, 'Close Price': 134.2601, 'Volume': 51554}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011348, 'Opening Price': 74.28, 'Peak Price': 74.29, 'Lowest Price': 74.23, 'Close Price': 74.248, 'Volume': 7465}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011347, 'Opening Price': 3.99, 'Peak Price': 3.99, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 1300}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011352, 'Opening Price': 134.27, 'Peak Price': 134.45, 'Lowest Price': 134.22, 'Close Price': 134.31, 'Volume': 137502}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011349, 'Opening Price': 74.24, 'Peak Price': 74.41, 'Lowest Price': 74.24, 'Close Price': 74.39, 'Volume': 12520}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011348, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 1000}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011353, 'Opening Price': 134.31, 'Peak Price': 134.4, 'Lowest Price': 134.08, 'Close Price': 134.1294, 'Volume': 97226}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011351, 'Opening Price': 74.4, 'Peak Price': 74.4, 'Lowest Price': 74.35, 'Close Price': 74.38, 'Volume': 13504}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011350, 'Opening Price': 74.39, 'Peak Price': 74.42, 'Lowest Price': 74.38, 'Close Price': 74.4, 'Volume': 9169}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011349, 'Opening Price': 3.94, 'Peak Price': 3.94, 'Lowest Price': 3.94, 'Close Price': 3.94, 'Volume': 700}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011354, 'Opening Price': 134.12, 'Peak Price': 134.2, 'Lowest Price': 134.03, 'Close Price': 134.11, 'Volume': 66855}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011353, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011355, 'Opening Price': 134.1291, 'Peak Price': 134.18, 'Lowest Price': 134.03, 'Close Price': 134.08, 'Volume': 72820}

{'Stock Ticker': 'LOCM', 'Date': 200802011353, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011355, 'Opening Price': 74.32, 'Peak Price': 74.39, 'Lowest Price': 74.3, 'Close Price': 74.32, 'Volume': 26357}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011355, 'Opening Price': 74.32, 'Peak Price': 74.39, 'Lowest Price': 74.3, 'Close Price': 74.32, 'Volume': 26357}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011355, 'Opening Price': 74.32, 'Peak Price': 74.39, 'Lowest Price': 74.3, 'Close Price': 74.32, 'Volume': 26357}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011354, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.96, 'Close Price': 3.98, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011355, 'Opening Price': 74.32, 'Peak Price': 74.39, 'Lowest Price': 74.3, 'Close Price': 74.32, 'Volume': 26357}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011353, 'Opening Price': 74.39, 'Peak Price': 74.45, 'Lowest Price': 74.36, 'Close Price': 74.43, 'Volume': 21700}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011352, 'Opening Price': 74.39, 'Peak Price': 74.4, 'Lowest Price': 74.36, 'Close Price': 74.39, 'Volume': 7630}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011353, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011351, 'Opening Price': 3.96, 'Peak Price': 3.97, 'Lowest Price': 3.96, 'Close Price': 3.97, 'Volume': 300}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011354, 'Opening Price': 74.41, 'Peak Price': 74.42, 'Lowest Price': 74.29, 'Close Price': 74.33, 'Volume': 21964}
{'Stock Ticker': 'AAPL', 'Date': 200802011356, 'Opening Price': 134.09, 'Peak Price': 134.1, 'Lowest Price': 133.93, 'Close Price': 133.93, 'Volume': 62395}

{'Stock Ticker': 'LOCM', 'Date': 200802011354, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.96, 'Close Price': 3.98, 'Volume': 500}
{'Stock Ticker': 'AMZN', 'Date': 200802011356, 'Opening Price': 74.3204, 'Peak Price': 74.5, 'Lowest Price': 74.32, 'Close Price': 74.37, 'Volume': 30990}
{'Stock Ticker': 'AAPL', 'Date': 200802011357, 'Opening Price': 134, 'Peak Price': 134, 'Lowest Price': 133.75, 'Close Price': 133.84, 'Volume': 92170}

{'Stock Ticker': 'LOCM', 'Date': 200802011352, 'Opening Price': 3.97, 'Peak Price': 3.97, 'Lowest Price': 3.97, 'Close Price': 3.97, 'Volume': 200}
{'Stock Ticker': 'AMZN', 'Date': 200802011356, 'Opening Price': 74.3204, 'Peak Price': 74.5, 'Lowest Price': 74.32, 'Close Price': 74.37, 'Volume': 30990}
{'Stock Ticker': 'AAPL', 'Date': 200802011357, 'Opening Price': 134, 'Peak Price': 134, 'Lowest Price': 133.75, 'Close Price': 133.84, 'Volume': 92170}

{'Stock Ticker': 'LOCM', 'Date': 200802011353, 'Opening Price': 3.98, 'Peak Price': 3.98, 'Lowest Price': 3.98, 'Close Price': 3.98, 'Volume': 300}
